respondent_id,comment_text,hearing_date,ward,role,language,housing_tenure,school,validation_theme
SYN-0653,"After attending multiple hearings, I am increasingly concerned. Why was the accessibility plan not included with the proposal?",2026-09-12,10,Resident,English,Renter,Community School A,accessibility
SYN-0654,"Please publish decisions, supporting data, and meeting dates in one place.",2026-09-07,8,Parent,Spanish,Renter,Community School B,communication
SYN-0655,The proposal should add counselors instead of cutting school staff.,2026-09-07,10,Parent,English,Renter,Community School C,classroom_resources
SYN-0656,Students need a safer arrival plan and trained staff at dismissal.,2026-09-07,10,Parent,English,Renter,Community School C,school_safety
SYN-0657,How many additional clinicians will this proposal place in schools?,2026-09-12,6,Resident,English,Owner,Community School A,mental_health
SYN-0658,Long travel times are making after-school participation difficult.,2026-09-02,10,Parent,English,Renter,Community School C,transportation
SYN-0659,The online form must work with keyboards and screen readers.,2026-09-07,7,Community organizer,English,Renter,Community School D,accessibility
SYN-0660,Families received the notice too late to prepare meaningful comments.,2026-09-02,7,Parent,English,Renter,Community School A,communication
SYN-0661,"Please protect funding for teachers, books, and after-school tutoring.",2026-09-07,7,Parent,English,Renter,Community School A,classroom_resources
SYN-0662,"Broken exterior lighting has been reported repeatedly without a response. I live at 762 Community Avenue, Apt 3A.",2026-09-12,20,Student,English,Renter,Community School A,school_safety
SYN-0663,"How many additional clinicians will this proposal place in schools? I live at 763 Community Avenue, Apt 4C.",2026-09-07,6,Parent,English,Renter,Community School D,mental_health
SYN-0664,The current bus schedule causes students to arrive late.,2026-09-07,8,Parent,English,Renter,Community School B,transportation
SYN-0665,Families need interpretation and disability accommodations at every meeting.,2026-09-07,10,Parent,English,Renter,Community School A,accessibility
SYN-0666,Regular multilingual updates would make this process easier to follow.,2026-09-02,10,Parent,English,Owner,Community School C,communication
SYN-0667,Class sizes are too large and students need more classroom materials.,2026-09-12,10,Parent,English,Renter,Community School A,classroom_resources
SYN-0668,"After attending multiple hearings, I am increasingly concerned. Please explain how the safety budget will be used at each school.",2026-09-12,6,Resident,English,Owner,Community School C,school_safety
SYN-0669,How many additional clinicians will this proposal place in schools?,2026-09-07,10,Parent,English,Owner,Community School D,mental_health
SYN-0670,"After attending multiple hearings, I am increasingly concerned. Families need clear transportation updates before routes change.",2026-09-12,10,Student,English,Owner,Community School B,transportation
SYN-0671,The online form must work with keyboards and screen readers.,2026-09-07,5,Parent,English,Renter,Community School C,accessibility
SYN-0672,Regular multilingual updates would make this process easier to follow. Contact Taylor Parker at sample.person672@example.org or 312-555-1672.,2026-09-02,8,Student,Spanish,Renter,Community School A,communication
SYN-0673,"After attending multiple hearings, I am increasingly concerned. The proposal should add counselors instead of cutting school staff.",2026-09-12,6,Parent,English,Owner,Community School C,classroom_resources
SYN-0674,Broken exterior lighting has been reported repeatedly without a response.,2026-09-02,8,Student,Spanish,Renter,Community School D,school_safety
SYN-0675,"After attending multiple hearings, I am increasingly concerned. How many additional clinicians will this proposal place in schools?",2026-09-12,8,Resident,English,Renter,Community School B,mental_health
SYN-0676,Families need clear transportation updates before routes change.,2026-09-02,8,Parent,English,Renter,Community School A,transportation
SYN-0677,"After attending multiple hearings, I am increasingly concerned. Families need interpretation and disability accommodations at every meeting.",2026-09-12,7,Parent,English,Renter,Community School C,accessibility
SYN-0678,"After attending multiple hearings, I am increasingly concerned. Who is responsible for answering questions submitted at the hearing?",2026-09-12,10,Parent,English,Renter,Community School D,communication
SYN-0679,"Please protect funding for teachers, books, and after-school tutoring.",2026-09-12,7,Parent,English,Owner,Community School D,classroom_resources
SYN-0680,Will families be included when the new safety procedures are reviewed?,2026-09-12,7,Parent,English,Owner,Community School B,school_safety
SYN-0681,"After attending multiple hearings, I am increasingly concerned. Students are waiting too long for mental-health support.",2026-09-12,5,Resident,English,Renter,Community School C,mental_health
SYN-0682,"After attending multiple hearings, I am increasingly concerned. Families need clear transportation updates before routes change.",2026-09-12,8,Parent,English,Owner,Community School C,transportation
SYN-0683,Why was the accessibility plan not included with the proposal?,2026-09-07,7,Parent,English,Renter,Community School A,accessibility
SYN-0684,"Please publish decisions, supporting data, and meeting dates in one place.",2026-09-12,7,Parent,English,Owner,Community School C,communication
SYN-0685,"After attending multiple hearings, I am increasingly concerned. Class sizes are too large and students need more classroom materials. I live at 785 Learning Street, Apt 26A.",2026-09-12,7,Resident,English,Renter,Community School C,classroom_resources
SYN-0686,Please explain how the safety budget will be used at each school.,2026-09-12,6,Community organizer,English,Renter,Community School D,school_safety
SYN-0687,Students are waiting too long for mental-health support.,2026-09-12,8,Parent,English,Owner,Community School C,mental_health
SYN-0688,Families need clear transportation updates before routes change.,2026-09-02,7,Resident,Polish,Renter,Community School A,transportation
SYN-0689,Meeting materials should be accessible before the public hearing.,2026-09-12,10,Teacher,English,Renter,Community School D,accessibility
SYN-0690,Who is responsible for answering questions submitted at the hearing?,2026-09-02,7,Teacher,English,Owner,Community School C,communication
SYN-0691,Class sizes are too large and students need more classroom materials.,2026-09-12,20,Parent,English,Other,Community School A,classroom_resources
SYN-0692,Will families be included when the new safety procedures are reviewed?,2026-09-07,7,Resident,English,Renter,Community School D,school_safety
SYN-0693,Every school needs reliable access to social workers and counselors.,2026-09-12,6,Parent,English,Renter,Community School D,mental_health
SYN-0694,Will the district publish route performance and missed-pickup data? Contact Morgan Parker at sample.person694@example.org or 312-555-1694.,2026-09-12,8,Parent,English,Renter,Community School A,transportation
SYN-0695,Why was the accessibility plan not included with the proposal?,2026-09-07,5,Parent,English,Renter,Community School B,accessibility
SYN-0696,"Please publish decisions, supporting data, and meeting dates in one place. I live at 796 Learning Street, Apt 7A.",2026-09-12,6,Parent,English,Owner,Community School A,communication
SYN-0697,Class sizes are too large and students need more classroom materials.,2026-09-12,7,Teacher,English,Other,Community School D,classroom_resources
SYN-0698,Please explain how the safety budget will be used at each school.,2026-09-07,7,Parent,English,Owner,Community School D,school_safety
SYN-0699,"Students are waiting too long for mental-health support. I live at 799 Civic Way, Apt 10B.",2026-09-07,8,Parent,English,Renter,Community School D,mental_health
SYN-0700,Long travel times are making after-school participation difficult. Contact Jordan Hayes at sample.person700@example.org or 312-555-1700.,2026-09-02,7,Teacher,English,Other,Community School B,transportation
SYN-0701,Meeting materials should be accessible before the public hearing.,2026-09-12,8,Parent,English,Renter,Community School A,accessibility
SYN-0702,Regular multilingual updates would make this process easier to follow.,2026-09-07,7,Resident,English,Renter,Community School C,communication
SYN-0703,The proposal should add counselors instead of cutting school staff.,2026-09-12,8,Parent,English,Renter,Community School B,classroom_resources
SYN-0704,Broken exterior lighting has been reported repeatedly without a response.,2026-09-12,8,Resident,English,Renter,Community School C,school_safety
SYN-0705,"After attending multiple hearings, I am increasingly concerned. Students are waiting too long for mental-health support.",2026-09-12,6,Parent,English,Renter,Community School D,mental_health
SYN-0706,Long travel times are making after-school participation difficult.,2026-09-02,7,Resident,English,Renter,Community School C,transportation
SYN-0707,"Meeting materials should be accessible before the public hearing. I live at 807 Public Square Road, Apt 18A.",2026-09-07,8,Teacher,English,Renter,Community School D,accessibility
SYN-0708,"After attending multiple hearings, I am increasingly concerned. Please publish decisions, supporting data, and meeting dates in one place.",2026-09-12,6,Parent,English,Owner,Community School C,communication
SYN-0709,Why are classroom positions being reduced when enrollment is stable?,2026-09-07,7,Teacher,English,Other,Community School C,classroom_resources
SYN-0710,Please explain how the safety budget will be used at each school.,2026-09-02,8,Resident,English,Renter,Community School B,school_safety
SYN-0711,"The district should fund trauma-informed services throughout the year. I live at 811 Civic Way, Apt 22A.",2026-09-02,7,Parent,English,Renter,Community School A,mental_health
SYN-0712,The current bus schedule causes students to arrive late.,2026-09-02,7,Parent,English,Renter,Community School B,transportation
SYN-0713,"After attending multiple hearings, I am increasingly concerned. Meeting materials should be accessible before the public hearing.",2026-09-12,8,Parent,English,Renter,Community School D,accessibility
SYN-0714,Regular multilingual updates would make this process easier to follow.,2026-09-07,7,Student,Mandarin,Renter,Community School D,communication
SYN-0715,"After attending multiple hearings, I am increasingly concerned. Please protect funding for teachers, books, and after-school tutoring.",2026-09-12,8,Parent,English,Owner,Community School D,classroom_resources
SYN-0716,Broken exterior lighting has been reported repeatedly without a response. Contact Taylor Hayes at sample.person716@example.org or 312-555-1716.,2026-09-07,7,Parent,English,Renter,Community School D,school_safety
SYN-0717,How many additional clinicians will this proposal place in schools? Contact Casey Hayes at sample.person717@example.org or 312-555-1717.,2026-09-02,7,Parent,English,Renter,Community School D,mental_health
SYN-0718,Long travel times are making after-school participation difficult.,2026-09-07,6,Parent,English,Renter,Community School C,transportation
SYN-0719,Why was the accessibility plan not included with the proposal?,2026-09-07,8,Teacher,English,Renter,Community School D,accessibility
SYN-0720,"Please publish decisions, supporting data, and meeting dates in one place.",2026-09-02,10,Parent,English,Renter,Community School A,communication
SYN-0721,Class sizes are too large and students need more classroom materials.,2026-09-07,5,Resident,English,Renter,Community School C,classroom_resources
SYN-0722,Broken exterior lighting has been reported repeatedly without a response.,2026-09-07,10,Resident,English,Renter,Community School B,school_safety
SYN-0723,The district should fund trauma-informed services throughout the year.,2026-09-02,10,Parent,English,Renter,Community School B,mental_health
SYN-0724,"After attending multiple hearings, I am increasingly concerned. Long travel times are making after-school participation difficult.",2026-09-12,5,Teacher,English,Renter,Community School B,transportation
SYN-0725,The online form must work with keyboards and screen readers.,2026-09-12,10,Parent,English,Renter,Community School D,accessibility
SYN-0726,Families received the notice too late to prepare meaningful comments.,2026-09-12,8,Parent,English,Renter,Community School C,communication
SYN-0727,Why are classroom positions being reduced when enrollment is stable?,2026-09-02,7,Teacher,Mandarin,Renter,Community School C,classroom_resources
SYN-0728,Please explain how the safety budget will be used at each school.,2026-09-07,10,Parent,English,Renter,Community School C,school_safety
SYN-0729,Every school needs reliable access to social workers and counselors.,2026-09-07,10,Parent,Mandarin,Owner,Community School C,mental_health
SYN-0730,"Families need clear transportation updates before routes change. I live at 830 Community Avenue, Apt 11A.",2026-09-02,10,Teacher,English,Renter,Community School B,transportation
SYN-0731,Meeting materials should be accessible before the public hearing.,2026-09-07,8,Community organizer,English,Renter,Community School C,accessibility
SYN-0732,Who is responsible for answering questions submitted at the hearing?,2026-09-02,8,Resident,English,Owner,Community School A,communication
SYN-0733,"Please protect funding for teachers, books, and after-school tutoring.",2026-09-12,8,Parent,English,Renter,Community School B,classroom_resources
SYN-0734,Broken exterior lighting has been reported repeatedly without a response.,2026-09-12,8,Parent,English,Owner,Community School B,school_safety
SYN-0735,The district should fund trauma-informed services throughout the year.,2026-09-02,5,Parent,English,Renter,Community School A,mental_health
SYN-0736,Long travel times are making after-school participation difficult.,2026-09-07,7,Parent,English,Renter,Community School C,transportation
SYN-0737,Meeting materials should be accessible before the public hearing. Contact Avery Brooks at sample.person737@example.org or 312-555-1737.,2026-09-02,7,Resident,Spanish,Owner,Community School A,accessibility
SYN-0738,Families received the notice too late to prepare meaningful comments.,2026-09-02,8,Parent,English,Owner,Community School C,communication
SYN-0739,Why are classroom positions being reduced when enrollment is stable?,2026-09-07,7,Parent,English,Renter,Community School A,classroom_resources
SYN-0740,Students need a safer arrival plan and trained staff at dismissal.,2026-09-12,6,Resident,Spanish,Owner,Community School C,school_safety
SYN-0741,How many additional clinicians will this proposal place in schools?,2026-09-07,8,Parent,English,Renter,Community School A,mental_health
SYN-0742,Long travel times are making after-school participation difficult.,2026-09-02,7,Parent,English,Renter,Community School D,transportation
SYN-0743,Why was the accessibility plan not included with the proposal?,2026-09-02,10,Parent,English,Renter,Community School A,accessibility
SYN-0744,Who is responsible for answering questions submitted at the hearing?,2026-09-02,8,Parent,English,Owner,Community School C,communication
SYN-0745,Why are classroom positions being reduced when enrollment is stable?,2026-09-07,7,Parent,English,Renter,Community School B,classroom_resources
SYN-0746,Students need a safer arrival plan and trained staff at dismissal.,2026-09-12,6,Resident,Spanish,Renter,Community School D,school_safety
SYN-0747,Every school needs reliable access to social workers and counselors.,2026-09-12,20,Parent,English,Renter,Community School C,mental_health
SYN-0748,The current bus schedule causes students to arrive late.,2026-09-02,20,Resident,English,Renter,Community School C,transportation
SYN-0749,Meeting materials should be accessible before the public hearing.,2026-09-07,5,Resident,English,Other,Community School C,accessibility
SYN-0750,"Please publish decisions, supporting data, and meeting dates in one place.",2026-09-07,7,Resident,Mandarin,Owner,Community School B,communication
SYN-0751,Why are classroom positions being reduced when enrollment is stable?,2026-09-07,10,Parent,English,Renter,Community School A,classroom_resources
SYN-0752,Broken exterior lighting has been reported repeatedly without a response.,2026-09-07,6,Teacher,English,Renter,Community School D,school_safety
SYN-0753,Every school needs reliable access to social workers and counselors.,2026-09-07,8,Teacher,English,Renter,Community School C,mental_health
SYN-0754,"After attending multiple hearings, I am increasingly concerned. Long travel times are making after-school participation difficult.",2026-09-12,8,Parent,English,Other,Community School C,transportation
SYN-0755,Families need interpretation and disability accommodations at every meeting.,2026-09-12,7,Parent,Polish,Owner,Community School C,accessibility
SYN-0756,"Please publish decisions, supporting data, and meeting dates in one place.",2026-09-07,7,Parent,English,Renter,Community School B,communication
SYN-0757,The proposal should add counselors instead of cutting school staff.,2026-09-12,10,Parent,English,Renter,Community School D,classroom_resources
SYN-0758,Will families be included when the new safety procedures are reviewed?,2026-09-12,10,Resident,English,Renter,Community School C,school_safety
SYN-0759,How many additional clinicians will this proposal place in schools?,2026-09-02,8,Student,Spanish,Renter,Community School A,mental_health
SYN-0760,Will the district publish route performance and missed-pickup data?,2026-09-12,8,Teacher,English,Renter,Community School B,transportation
SYN-0761,"After attending multiple hearings, I am increasingly concerned. The online form must work with keyboards and screen readers.",2026-09-12,10,Resident,English,Owner,Community School D,accessibility
SYN-0762,Regular multilingual updates would make this process easier to follow.,2026-09-07,8,Student,English,Renter,Community School D,communication
SYN-0763,"Please protect funding for teachers, books, and after-school tutoring. Contact Taylor Brooks at sample.person763@example.org or 312-555-1763.",2026-09-02,20,Student,English,Owner,Community School D,classroom_resources
SYN-0764,Broken exterior lighting has been reported repeatedly without a response.,2026-09-12,8,Resident,English,Owner,Community School B,school_safety
SYN-0765,The district should fund trauma-informed services throughout the year.,2026-09-02,20,Resident,English,Owner,Community School D,mental_health
SYN-0766,Will the district publish route performance and missed-pickup data?,2026-09-07,8,Community organizer,English,Owner,Community School B,transportation
SYN-0767,Families need interpretation and disability accommodations at every meeting.,2026-09-07,10,Parent,English,Renter,Community School B,accessibility
SYN-0768,"Who is responsible for answering questions submitted at the hearing? I live at 868 Public Square Road, Apt 19C.",2026-09-12,8,Student,English,Renter,Community School A,communication
SYN-0769,Class sizes are too large and students need more classroom materials.,2026-09-07,8,Parent,English,Renter,Community School C,classroom_resources
SYN-0770,Please explain how the safety budget will be used at each school.,2026-09-02,10,Parent,English,Owner,Community School D,school_safety
SYN-0771,How many additional clinicians will this proposal place in schools?,2026-09-12,7,Teacher,English,Renter,Community School A,mental_health
SYN-0772,Long travel times are making after-school participation difficult.,2026-09-07,5,Parent,Polish,Renter,Community School A,transportation
SYN-0773,Why was the accessibility plan not included with the proposal?,2026-09-07,10,Parent,English,Renter,Community School C,accessibility
SYN-0774,"After attending multiple hearings, I am increasingly concerned. Please publish decisions, supporting data, and meeting dates in one place.",2026-09-12,8,Community organizer,English,Renter,Community School B,communication
SYN-0775,Class sizes are too large and students need more classroom materials.,2026-09-07,7,Resident,English,Other,Community School A,classroom_resources
SYN-0776,Will families be included when the new safety procedures are reviewed?,2026-09-02,10,Community organizer,English,Owner,Community School B,school_safety
SYN-0777,How many additional clinicians will this proposal place in schools?,2026-09-07,8,Resident,English,Owner,Community School A,mental_health
SYN-0778,Will the district publish route performance and missed-pickup data?,2026-09-02,8,Parent,English,Renter,Community School C,transportation
SYN-0779,"After attending multiple hearings, I am increasingly concerned. Meeting materials should be accessible before the public hearing.",2026-09-12,7,Student,Spanish,Other,Community School C,accessibility
SYN-0780,"Please publish decisions, supporting data, and meeting dates in one place.",2026-09-07,5,Resident,English,Renter,Community School B,communication
SYN-0781,"Class sizes are too large and students need more classroom materials. I live at 881 Civic Way, Apt 2B.",2026-09-07,8,Teacher,Polish,Owner,Community School D,classroom_resources
SYN-0782,"After attending multiple hearings, I am increasingly concerned. Will families be included when the new safety procedures are reviewed? Contact Morgan Reed at sample.person782@example.org or 312-555-1782.",2026-09-12,20,Parent,English,Renter,Community School D,school_safety
SYN-0783,How many additional clinicians will this proposal place in schools? Contact Morgan Brooks at sample.person783@example.org or 312-555-1783.,2026-09-07,6,Parent,Polish,Owner,Community School A,mental_health
SYN-0784,The current bus schedule causes students to arrive late.,2026-09-07,10,Parent,English,Renter,Community School A,transportation
SYN-0785,The online form must work with keyboards and screen readers.,2026-09-07,5,Resident,English,Renter,Community School A,accessibility
SYN-0786,"Families received the notice too late to prepare meaningful comments. I live at 886 Learning Street, Apt 7C.",2026-09-02,5,Parent,Mandarin,Owner,Community School C,communication
SYN-0787,"Please protect funding for teachers, books, and after-school tutoring.",2026-09-07,6,Teacher,English,Renter,Community School B,classroom_resources
SYN-0788,Please explain how the safety budget will be used at each school.,2026-09-02,10,Resident,English,Renter,Community School C,school_safety
SYN-0789,The district should fund trauma-informed services throughout the year. Contact Avery Quinn at sample.person789@example.org or 312-555-1789.,2026-09-12,8,Parent,English,Renter,Community School D,mental_health
SYN-0790,Long travel times are making after-school participation difficult.,2026-09-02,20,Resident,English,Renter,Community School A,transportation
SYN-0791,Why was the accessibility plan not included with the proposal?,2026-09-07,10,Parent,English,Renter,Community School D,accessibility
SYN-0792,Who is responsible for answering questions submitted at the hearing?,2026-09-12,5,Parent,English,Renter,Community School C,communication
SYN-0793,Class sizes are too large and students need more classroom materials.,2026-09-02,8,Parent,English,Owner,Community School B,classroom_resources
SYN-0794,Please explain how the safety budget will be used at each school.,2026-09-07,8,Parent,English,Renter,Community School C,school_safety
SYN-0795,"How many additional clinicians will this proposal place in schools? I live at 895 Learning Street, Apt 16A.",2026-09-12,7,Parent,Mandarin,Other,Community School C,mental_health
SYN-0796,"After attending multiple hearings, I am increasingly concerned. The current bus schedule causes students to arrive late.",2026-09-12,20,Parent,English,Renter,Community School A,transportation
SYN-0797,Why was the accessibility plan not included with the proposal?,2026-09-02,7,Parent,English,Other,Community School A,accessibility
SYN-0798,Families received the notice too late to prepare meaningful comments.,2026-09-07,10,Community organizer,English,Renter,Community School B,communication
SYN-0799,"Please protect funding for teachers, books, and after-school tutoring. Contact Taylor Quinn at sample.person799@example.org or 312-555-1799.",2026-09-12,6,Resident,English,Renter,Community School A,classroom_resources
SYN-0800,Students need a safer arrival plan and trained staff at dismissal.,2026-09-07,8,Parent,English,Renter,Community School A,school_safety
SYN-0801,Students are waiting too long for mental-health support.,2026-09-12,10,Parent,English,Renter,Community School B,mental_health
SYN-0802,"After attending multiple hearings, I am increasingly concerned. Long travel times are making after-school participation difficult.",2026-09-12,7,Parent,English,Other,Community School C,transportation
SYN-0803,The online form must work with keyboards and screen readers.,2026-09-02,8,Parent,English,Renter,Community School D,accessibility
SYN-0804,Regular multilingual updates would make this process easier to follow.,2026-09-07,6,Student,English,Renter,Community School C,communication
SYN-0805,Why are classroom positions being reduced when enrollment is stable?,2026-09-12,8,Parent,English,Renter,Community School C,classroom_resources
SYN-0806,Students need a safer arrival plan and trained staff at dismissal.,2026-09-02,7,Parent,English,Other,Community School A,school_safety
SYN-0807,Every school needs reliable access to social workers and counselors.,2026-09-07,10,Parent,English,Renter,Community School C,mental_health
SYN-0808,Families need clear transportation updates before routes change.,2026-09-02,6,Student,English,Renter,Community School A,transportation
SYN-0809,"The online form must work with keyboards and screen readers. I live at 909 Public Square Road, Apt 30C.",2026-09-07,10,Teacher,English,Renter,Community School D,accessibility
SYN-0810,Regular multilingual updates would make this process easier to follow.,2026-09-02,10,Parent,English,Renter,Community School D,communication
SYN-0811,The proposal should add counselors instead of cutting school staff.,2026-09-12,7,Parent,English,Renter,Community School A,classroom_resources
SYN-0812,"After attending multiple hearings, I am increasingly concerned. Please explain how the safety budget will be used at each school.",2026-09-12,7,Parent,English,Renter,Community School B,school_safety
SYN-0813,The district should fund trauma-informed services throughout the year. Contact Taylor Reed at sample.person813@example.org or 312-555-1813.,2026-09-02,8,Resident,English,Renter,Community School C,mental_health
SYN-0814,"After attending multiple hearings, I am increasingly concerned. Families need clear transportation updates before routes change. Contact Casey Brooks at sample.person814@example.org or 312-555-1814.",2026-09-12,20,Parent,English,Renter,Community School D,transportation
SYN-0815,Why was the accessibility plan not included with the proposal?,2026-09-12,8,Parent,English,Owner,Community School A,accessibility
SYN-0816,"Please publish decisions, supporting data, and meeting dates in one place.",2026-09-02,20,Parent,English,Renter,Community School C,communication
SYN-0817,Class sizes are too large and students need more classroom materials. Contact Casey Reed at sample.person817@example.org or 312-555-1817.,2026-09-07,5,Teacher,English,Renter,Community School B,classroom_resources
SYN-0818,Will families be included when the new safety procedures are reviewed?,2026-09-02,6,Parent,Polish,Renter,Community School C,school_safety
SYN-0819,Every school needs reliable access to social workers and counselors.,2026-09-02,7,Parent,Spanish,Renter,Community School D,mental_health
SYN-0820,"Will the district publish route performance and missed-pickup data? I live at 920 Learning Street, Apt 11A.",2026-09-07,10,Student,Spanish,Renter,Community School D,transportation
SYN-0821,Families need interpretation and disability accommodations at every meeting.,2026-09-02,6,Parent,English,Owner,Community School B,accessibility
SYN-0822,Who is responsible for answering questions submitted at the hearing?,2026-09-07,5,Parent,Spanish,Renter,Community School A,communication
SYN-0823,Class sizes are too large and students need more classroom materials.,2026-09-07,7,Resident,English,Renter,Community School B,classroom_resources
SYN-0824,Will families be included when the new safety procedures are reviewed?,2026-09-12,8,Community organizer,English,Owner,Community School C,school_safety
SYN-0825,Students are waiting too long for mental-health support. Contact Avery Brooks at sample.person825@example.org or 312-555-1825.,2026-09-02,8,Parent,English,Renter,Community School D,mental_health
SYN-0826,Will the district publish route performance and missed-pickup data?,2026-09-02,8,Parent,English,Renter,Community School A,transportation
SYN-0827,The online form must work with keyboards and screen readers.,2026-09-02,10,Resident,English,Owner,Community School C,accessibility
SYN-0828,"Regular multilingual updates would make this process easier to follow. I live at 928 Public Square Road, Apt 19B.",2026-09-12,8,Parent,English,Renter,Community School A,communication
SYN-0829,Class sizes are too large and students need more classroom materials.,2026-09-12,6,Teacher,English,Other,Community School A,classroom_resources
SYN-0830,Broken exterior lighting has been reported repeatedly without a response.,2026-09-12,10,Resident,English,Renter,Community School C,school_safety
SYN-0831,"After attending multiple hearings, I am increasingly concerned. Students are waiting too long for mental-health support.",2026-09-12,10,Parent,English,Renter,Community School C,mental_health
SYN-0832,The current bus schedule causes students to arrive late.,2026-09-07,8,Resident,English,Renter,Community School B,transportation
SYN-0833,Families need interpretation and disability accommodations at every meeting.,2026-09-07,20,Student,English,Renter,Community School D,accessibility
SYN-0834,Regular multilingual updates would make this process easier to follow.,2026-09-02,8,Parent,English,Other,Community School D,communication
SYN-0835,The proposal should add counselors instead of cutting school staff.,2026-09-12,10,Resident,English,Renter,Community School B,classroom_resources
SYN-0836,Please explain how the safety budget will be used at each school.,2026-09-07,7,Resident,English,Other,Community School B,school_safety
SYN-0837,How many additional clinicians will this proposal place in schools?,2026-09-02,20,Teacher,English,Owner,Community School D,mental_health
SYN-0838,The current bus schedule causes students to arrive late.,2026-09-12,8,Student,English,Other,Community School C,transportation
SYN-0839,The online form must work with keyboards and screen readers.,2026-09-07,7,Student,English,Renter,Community School D,accessibility
SYN-0840,Regular multilingual updates would make this process easier to follow.,2026-09-02,7,Community organizer,English,Owner,Community School B,communication
SYN-0841,Why are classroom positions being reduced when enrollment is stable?,2026-09-07,7,Resident,English,Renter,Community School C,classroom_resources
SYN-0842,Will families be included when the new safety procedures are reviewed? Contact Jordan Quinn at sample.person842@example.org or 312-555-1842.,2026-09-07,20,Parent,Polish,Renter,Community School D,school_safety
SYN-0843,"After attending multiple hearings, I am increasingly concerned. The district should fund trauma-informed services throughout the year.",2026-09-12,7,Teacher,English,Renter,Community School C,mental_health
SYN-0844,Families need clear transportation updates before routes change.,2026-09-02,5,Parent,English,Renter,Community School C,transportation
SYN-0845,Families need interpretation and disability accommodations at every meeting.,2026-09-02,8,Parent,English,Renter,Community School D,accessibility
SYN-0846,Who is responsible for answering questions submitted at the hearing?,2026-09-02,8,Parent,English,Owner,Community School B,communication
SYN-0847,Why are classroom positions being reduced when enrollment is stable?,2026-09-02,8,Parent,English,Renter,Community School D,classroom_resources
SYN-0848,Broken exterior lighting has been reported repeatedly without a response.,2026-09-07,20,Parent,English,Other,Community School B,school_safety
SYN-0849,The district should fund trauma-informed services throughout the year.,2026-09-02,10,Community organizer,English,Owner,Community School B,mental_health
SYN-0850,"After attending multiple hearings, I am increasingly concerned. Families need clear transportation updates before routes change.",2026-09-12,5,Student,English,Other,Community School C,transportation
SYN-0851,The online form must work with keyboards and screen readers.,2026-09-12,10,Parent,English,Renter,Community School B,accessibility
SYN-0852,Families received the notice too late to prepare meaningful comments. Contact Taylor Parker at sample.person852@example.org or 312-555-1852.,2026-09-07,10,Resident,Spanish,Renter,Community School A,communication
SYN-0853,The proposal should add counselors instead of cutting school staff.,2026-09-02,8,Parent,English,Renter,Community School A,classroom_resources
SYN-0854,"After attending multiple hearings, I am increasingly concerned. Please explain how the safety budget will be used at each school.",2026-09-12,10,Parent,English,Renter,Community School A,school_safety
SYN-0855,Students are waiting too long for mental-health support.,2026-09-07,8,Community organizer,English,Renter,Community School A,mental_health
SYN-0856,The current bus schedule causes students to arrive late.,2026-09-02,10,Student,Polish,Renter,Community School C,transportation
SYN-0857,Families need interpretation and disability accommodations at every meeting.,2026-09-07,7,Parent,Mandarin,Renter,Community School B,accessibility
SYN-0858,"Please publish decisions, supporting data, and meeting dates in one place.",2026-09-12,7,Parent,English,Renter,Community School D,communication
SYN-0859,"Please protect funding for teachers, books, and after-school tutoring.",2026-09-02,8,Parent,English,Renter,Community School D,classroom_resources
SYN-0860,Broken exterior lighting has been reported repeatedly without a response. Contact Avery Lane at sample.person860@example.org or 312-555-1860.,2026-09-07,7,Parent,English,Renter,Community School C,school_safety
SYN-0861,Students are waiting too long for mental-health support. Contact Taylor Lane at sample.person861@example.org or 312-555-1861.,2026-09-07,7,Teacher,Polish,Owner,Community School B,mental_health
SYN-0862,Families need clear transportation updates before routes change.,2026-09-07,10,Parent,English,Owner,Community School D,transportation
SYN-0863,The online form must work with keyboards and screen readers.,2026-09-02,5,Parent,English,Renter,Community School C,accessibility
SYN-0864,"After attending multiple hearings, I am increasingly concerned. Families received the notice too late to prepare meaningful comments.",2026-09-12,20,Parent,English,Renter,Community School B,communication
SYN-0865,Why are classroom positions being reduced when enrollment is stable?,2026-09-02,7,Parent,English,Renter,Community School D,classroom_resources
SYN-0866,Broken exterior lighting has been reported repeatedly without a response.,2026-09-07,8,Community organizer,Spanish,Owner,Community School C,school_safety
SYN-0867,Every school needs reliable access to social workers and counselors.,2026-09-12,10,Parent,Polish,Renter,Community School A,mental_health
SYN-0868,The current bus schedule causes students to arrive late.,2026-09-07,10,Student,Mandarin,Renter,Community School D,transportation
SYN-0869,Why was the accessibility plan not included with the proposal?,2026-09-02,5,Resident,English,Owner,Community School A,accessibility
SYN-0870,Families received the notice too late to prepare meaningful comments. Contact Morgan Lane at sample.person870@example.org or 312-555-1870.,2026-09-12,7,Student,English,Renter,Community School A,communication
SYN-0871,"After attending multiple hearings, I am increasingly concerned. Please protect funding for teachers, books, and after-school tutoring.",2026-09-12,8,Teacher,English,Renter,Community School B,classroom_resources
SYN-0872,Broken exterior lighting has been reported repeatedly without a response.,2026-09-07,10,Student,English,Owner,Community School D,school_safety
SYN-0873,How many additional clinicians will this proposal place in schools?,2026-09-07,6,Parent,Mandarin,Renter,Community School A,mental_health
SYN-0874,The current bus schedule causes students to arrive late.,2026-09-07,10,Parent,English,Renter,Community School B,transportation
